group_id,chat_name,country,topic,context_pre,msg_id,date,user_id,reply_to_msg_id,text,context_next,language,cyber_score,ioc_value,ioc_type,extraction_source
1288416742,Хакеры |Чат| 𝓗𝓪𝓬𝓴𝓮𝓻𝓼 𝓬𝓱𝓪𝓽,Россия,Darknet,???... | На каком?...,1156650,2024-03-19 11:12:17,6498600731.0,,Aeza.com,Aws...,Русский,0.9931,aeza.com,fqdn,iocsearcher_lib
1288416742,Хакеры |Чат| 𝓗𝓪𝓬𝓴𝓮𝓻𝓼 𝓬𝓱𝓪𝓽,Россия,Darknet,лучше подрочи у меня... | На хентай не могу... | Блевать начинаю...,1156803,2024-03-19 11:30:08,1987769939.0,1156789.0,"https://my.telegram.org/auth

Пусть перейдет сюда. Укажет номер, затем код и удалит приложение",бля...,Русский,0.999,my.telegram.org,fqdn,iocsearcher_lib
1288416742,Хакеры |Чат| 𝓗𝓪𝓬𝓴𝓮𝓻𝓼 𝓬𝓱𝓪𝓽,Россия,Darknet,лучше подрочи у меня... | На хентай не могу... | Блевать начинаю...,1156803,2024-03-19 11:30:08,1987769939.0,1156789.0,"https://my.telegram.org/auth

Пусть перейдет сюда. Укажет номер, затем код и удалит приложение",бля...,Русский,0.999,https://my.telegram.org/auth,url,iocsearcher_lib
1288416742,Хакеры |Чат| 𝓗𝓪𝓬𝓴𝓮𝓻𝓼 𝓬𝓱𝓪𝓽,Россия,Darknet,"серверами становятся все кто к ней подключен... | как не быть выходным узлом в i2p, если это возможно... | ?...",1160130,2024-03-20 17:54:46,1987769939.0,1160021.0,"""Там есть продажа"" или https://www.bestchange.ru/","Тор = луковая маршрутизация 
То есть оно как браузер тебя направляет по тому же инету только уже с ш...",Русский,0.9557,www.bestchange.ru,fqdn,iocsearcher_lib
1288416742,Хакеры |Чат| 𝓗𝓪𝓬𝓴𝓮𝓻𝓼 𝓬𝓱𝓪𝓽,Россия,Darknet,"серверами становятся все кто к ней подключен... | как не быть выходным узлом в i2p, если это возможно... | ?...",1160130,2024-03-20 17:54:46,1987769939.0,1160021.0,"""Там есть продажа"" или https://www.bestchange.ru/","Тор = луковая маршрутизация 
То есть оно как браузер тебя направляет по тому же инету только уже с ш...",Русский,0.9557,https://www.bestchange.ru,url,iocsearcher_lib
1288416742,Хакеры |Чат| 𝓗𝓪𝓬𝓴𝓮𝓻𝓼 𝓬𝓱𝓪𝓽,Россия,Darknet,"серверами становятся все кто к ней подключен... | как не быть выходным узлом в i2p, если это возможно... | ?...",1160130,2024-03-20 17:54:46,1987769939.0,1160021.0,"""Там есть продажа"" или https://www.bestchange.ru/","Тор = луковая маршрутизация 
То есть оно как браузер тебя направляет по тому же инету только уже с ш...",Русский,0.9557,https://www.bestchange.ru/,url,regex_homemade
1288416742,Хакеры |Чат| 𝓗𝓪𝓬𝓴𝓮𝓻𝓼 𝓬𝓱𝓪𝓽,Россия,Darknet,Ты правда доксер?... | а ты видел... | бля не дает скинуть...,1160524,2024-03-20 20:36:45,1987769939.0,1160523.0,"𝔒𝔈𝔛𝔈𝔒:
Сообщения аккаунта 6510162515. 
Режим: Все 
[R] - ответ кому-то

usersbox.chat [04 мар.] > Про него
usersbox.chat [04 мар.] > Пробейти всю информацию
usersbox.chat [04 мар.] > +7 996 949-42-91
usersbox.chat [04 мар.] > Про него
usersbox.chat [04 мар.] > Нужен человек который найдет всё информацию
usersbox.chat [02 мар.] > Ну же тот программист который сможет отследить того человека который сидит у меня в системе
usersbox.chat [02 мар.] > Предложить
usersbox.chat [02 мар.] > Программиста хорошо
usersbox.chat [02 мар.] > Кто может попросить
usersbox.chat [01 мар.] > 📱 
├ Телефон: +79100867199
├ Страна: Россия
├ Регион: неизвестно
└ Оператор: неизвестно

😮  Вывод слишком большой. Откройте файл в браузере

Всего 431, cтраница 12 из 44",Ахахахаха...,Русский,0.9999,usersbox.chat,fqdn,iocsearcher_lib
1288416742,Хакеры |Чат| 𝓗𝓪𝓬𝓴𝓮𝓻𝓼 𝓬𝓱𝓪𝓽,Россия,Darknet,Ты правда доксер?... | а ты видел... | бля не дает скинуть...,1160524,2024-03-20 20:36:45,1987769939.0,1160523.0,"𝔒𝔈𝔛𝔈𝔒:
Сообщения аккаунта 6510162515. 
Режим: Все 
[R] - ответ кому-то

usersbox.chat [04 мар.] > Про него
usersbox.chat [04 мар.] > Пробейти всю информацию
usersbox.chat [04 мар.] > +7 996 949-42-91
usersbox.chat [04 мар.] > Про него
usersbox.chat [04 мар.] > Нужен человек который найдет всё информацию
usersbox.chat [02 мар.] > Ну же тот программист который сможет отследить того человека который сидит у меня в системе
usersbox.chat [02 мар.] > Предложить
usersbox.chat [02 мар.] > Программиста хорошо
usersbox.chat [02 мар.] > Кто может попросить
usersbox.chat [01 мар.] > 📱 
├ Телефон: +79100867199
├ Страна: Россия
├ Регион: неизвестно
└ Оператор: неизвестно

😮  Вывод слишком большой. Откройте файл в браузере

Всего 431, cтраница 12 из 44",Ахахахаха...,Русский,0.9999,+79969494291,phoneNumber,iocsearcher_lib
1288416742,Хакеры |Чат| 𝓗𝓪𝓬𝓴𝓮𝓻𝓼 𝓬𝓱𝓪𝓽,Россия,Darknet,Ты правда доксер?... | а ты видел... | бля не дает скинуть...,1160524,2024-03-20 20:36:45,1987769939.0,1160523.0,"𝔒𝔈𝔛𝔈𝔒:
Сообщения аккаунта 6510162515. 
Режим: Все 
[R] - ответ кому-то

usersbox.chat [04 мар.] > Про него
usersbox.chat [04 мар.] > Пробейти всю информацию
usersbox.chat [04 мар.] > +7 996 949-42-91
usersbox.chat [04 мар.] > Про него
usersbox.chat [04 мар.] > Нужен человек который найдет всё информацию
usersbox.chat [02 мар.] > Ну же тот программист который сможет отследить того человека который сидит у меня в системе
usersbox.chat [02 мар.] > Предложить
usersbox.chat [02 мар.] > Программиста хорошо
usersbox.chat [02 мар.] > Кто может попросить
usersbox.chat [01 мар.] > 📱 
├ Телефон: +79100867199
├ Страна: Россия
├ Регион: неизвестно
└ Оператор: неизвестно

😮  Вывод слишком большой. Откройте файл в браузере

Всего 431, cтраница 12 из 44",Ахахахаха...,Русский,0.9999,+79100867199,phoneNumber,iocsearcher_lib
1288416742,Хакеры |Чат| 𝓗𝓪𝓬𝓴𝓮𝓻𝓼 𝓬𝓱𝓪𝓽,Россия,Darknet,Мне стоит бояться... | захухли... | Да там хуню пишут...,1167153,2024-03-23 17:28:02,1987769939.0,1167147.0,https://track24.ru/google/?q=Getcontact,Всё я тому дауна бомбёр ебейший скинул ему за 20-25 секунд пришло 74 сообщения...,Русский,0.8602,track24.ru,fqdn,iocsearcher_lib
1288416742,Хакеры |Чат| 𝓗𝓪𝓬𝓴𝓮𝓻𝓼 𝓬𝓱𝓪𝓽,Россия,Darknet,Мне стоит бояться... | захухли... | Да там хуню пишут...,1167153,2024-03-23 17:28:02,1987769939.0,1167147.0,https://track24.ru/google/?q=Getcontact,Всё я тому дауна бомбёр ебейший скинул ему за 20-25 секунд пришло 74 сообщения...,Русский,0.8602,https://track24.ru/google/?q=Getcontact,url,iocsearcher_lib
